"ID","TITULO","IMAGEN","TIPO","EPISODIOS","ESTADO","FECHA_ESTRENO","LICENCIA","ID_ESTUDIOS","SRC","ID_GENEROS","DURACION","DESCRIPCION"
"169","Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.","https://cdn.myanimelist.net/images/anime/1722/135542.jpg","TV","12","Finished Airing","2023-07-07","Sentai Filmworks","[257, 98, 3, 47, 35, 100, 101, 69, 161, 277, 113, 278, 217]","Light novel","[2, 4, 12, 46]","23.0","Eight-year-old Pride Royal Ivy suddenly recalls her former life as a fan of the otome game Our Ray of Light. While on her way to replay it, she tragically died, reincarnating as the game's final boss and firstborn princess of Freesia. Her knowledge of the game's events leads everyone to believe she has the power of precognition. But unlike the game's original princess, this new Pride does not wish to torment those around her, such as her younger sister and adopted brother.  Haunted by nightmares of her other self's atrocities, Pride resolves to protect her family and country while progressing the story. As the world around her changes, she prepares for the day she will have to die at the hands of the game's main characters. Nevertheless, before that happens, Pride will either transform her kingdom for the better or fall under the weight of her possible crimes.  [Written by MAL Rewrite]"
"170","Dog Days''","https://cdn.myanimelist.net/images/anime/8/70709.jpg","TV","12","Finished Airing","2015-01-11","None found","[92, 268, 55, 22, 279]","Original","[13, 10, 2, 4]","23.0","Cinque Izumi, Nanami Takatsuki, and Rebecca Anderson must once again embark on a journey to the continent of Flonyard and participate in the friendly war games of the three allied nations: Biscotti Republic, Galette, and Pastilage. Cinque is Biscotti’s hero, who also happens to be the cousin of Galette’s hero Nanami. Rebecca is Pastillage’s hero and a dear friend of Cinque.  Dog Days'' begins in the human world. Rebecca prepares her things for her journey back to Pastilage from Japan. Meanwhile, Cinque and Nanami set out to travel to Biscotti and Galette, respectively, all the way from England, when suddenly, a freakish streak of bad luck—in the form of lightning, of course—sends them off course. They soon find themselves in the great Dragon Forest, protected by a Dragon Priestess named Sharu. The Dragon Priestess informs them that demons threaten to invade the forest, as well as the whole continent of Flonyard!  It looks like a real war is about to begin in Dog Days''. Can these three heroes save the whole continent from these evil beings?"
"171","Endride","https://cdn.myanimelist.net/images/anime/12/78289.jpg","TV","24","Finished Airing","2016-04-03","Funimation","[199, 106, 252, 280, 281, 282, 235, 283]","Original","[13, 10, 2, 4]","23.0","Shun Asanaga is a 15-year-old junior high school student with an optimistic and bright personality. One day, he finds a mysterious crystal in the office of his father, who is a scientist and businessman. When Shun touches it, the world becomes distorted, and he is sent into the world of Endra. Emilio, a prince of the kingdom of Endra, is nearing his 16th birthday and despises the reigning king, Delzain. Since Emilio is now at the age when he can inherit the throne, he takes up a weapon and attempts revenge. However, because Emilio is too weak, he is captured by Delzain and put in prison. When Emilio is in grief, the wall of his cell becomes distorted and Shun appears from there with two goals: return to his own world, and complete Emilio's revenge. What future lies ahead for the two boys trying to survive in Endra, yet raised in two different worlds?  (Source: MAL News)"
"172","Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon","https://cdn.myanimelist.net/images/anime/1507/114957.jpg","Movie","1","Finished Airing","2021-07-30","Aniplex of America","[92, 169]","Game","[13, 2, 39, 4]","1.0","After battling their way through all seven Singularities, the Chaldea Security Organization has finally arrived at the endpoint of the Grand Order: The Final Singularity, Grand Temple of Time: Solomon. Now is the time to defeat the root of all evil, Solomon, the King of Mages. Now is the time to reclaim the future. With the final operation looming large, Romani Archaman considers the choices he will soon have to make, Mash Kyrielight dwells on life's limitations, and Fujimaru prepares to receive a new Mystic Code. All their many encounters have led to this moment as Fujimaru and Mash at last embark on their final operation...  (Source: anime.fate-go.us)"
"173","Kuma Kuma Kuma Bear Punch!","https://cdn.myanimelist.net/images/anime/1132/134608.jpg","TV","12","Finished Airing","2023-04-03","None found","[261, 4, 13, 47, 23, 138, 139, 19, 221, 206]","Light novel","[10, 1, 2, 4]","23.0","Ever since moving to an in-game world after countless hours of VRMMO grinding, Yuna now calls Crimonia—the city where she started—home. While maintaining her reputation as a renowned adventurer, she continues to manage her businesses; but most importantly, Yuna spends time with the people she has grown to love. Nevertheless, this world has a lot more to offer the carefree adventurer. It is up to Yuna to discover these wonders, and perhaps help more people in need as she encounters their various plights.  [Written by MAL Rewrite]"
"174","Arata Kangatari","https://cdn.myanimelist.net/images/anime/9/47011.jpg","TV","12","Finished Airing","2013-04-09","None found","[6, 28, 29, 284, 182]","Manga","[10, 2, 4, 17]","24.0","As a young boy from a noble family in Amawakuni, Arata has always expected to make life his own—until word of the princess growing weak reaches his city. Unbeknown to him, his grandmother had claimed him to be female at birth, and now, with no other girls to succeed the princess from the matriarchal Hime clan, he is next in line for the throne! Disguised as a woman awaiting a replacement to be found, Arata witnesses an assassination attempt on the princess by none other than her own guard, the 12 Shinsho. The crime is pinned on his head, forcing Arata to escape to the Kando forest, where it is said that no one comes out the same.  Meanwhile, in modern-day Japan, Arata Hinohara longs for escape from the cruelty of his classmates. Hearing his name called from an alley, he wanders from his path and unwittingly switches universes with Arata from Amawakuni. With his own power as a newly awakened ""Sho""—a warrior able to wield Hayagami, weapons with the power of the gods—and the help of his companions he meets along his journey, Hinohara sets out to restore order to this new world.  [Written by MAL Rewrite]"
"175","Okashi na Tensei","https://cdn.myanimelist.net/images/anime/1251/136232.jpg","TV","12","Finished Airing","2023-07-04","None found","[285, 83, 3, 14, 25, 286, 155, 142, 185]","Light novel","[2, 4, 12]","23.0","When a genius patissier dies in a tragic accident before achieving his dream of creating the world's greatest sweets, he is reincarnated as nine-year-old Pastry Mille ""Pas"" Morteln. Now in a medieval world brimming with swords and magic, Pas enjoys a peaceful life in the Fief of Morteln under the authority of his father, the military hero Lord Casserole. However, scarce ingredients render sweets a luxury, so Pas can only dream of baking.  Once news arrives of approaching bandits, Pas must learn magic and fight to defend his land, all to one day create a confectionery paradise!  [Written by MAL Rewrite]"
"176","Date A Bullet: Nightmare or Queen","https://cdn.myanimelist.net/images/anime/1002/108424.jpg","Movie","1","Finished Airing","2020-11-13","None found","[13, 256]","Light novel","[13, 28, 4]","29.0","Second part of the Date A Bullet films."
"177","Arifureta Shokugyou de Sekai Saikyou Specials","https://cdn.myanimelist.net/images/anime/1634/102577.jpg","Special","2","Finished Airing","2019-12-25","None found","[70, 11]","Light novel","[13, 10, 2, 20, 4]","8.0","Unaired episodes included with the Blu-ray releases of Arifureta Shokugyou de Sekai Saikyou."
"178","Escaflowne","https://cdn.myanimelist.net/images/anime/1539/94517.jpg","Movie","1","Finished Airing","2000-06-24","Funimation, Bandai Entertainment","[287, 273, 222]","Original","[10, 6, 2, 19, 28, 4, 29]","1.0","Hitomi Kanzaki is in a very depressed mood. She only wants to sleep and fade away. Her misery summons Lord Folken who sends her to Gaea. The people of Gaea think she is the Wing Goddess, who can call upon the legendary Dragon Armor called Escaflowne. On Gaea, King Van, the sole survior of the White Dragon Clan, is also in a depressed state. Swearing an oath to get his revenge on the Black Dragon Clan that obliterated Van's kingdom, he lives by the sword. Now that the Wing Goddess has finally appeared, she posseses Gaea's world fate in her heart. Escaflowne will either lead Gaea to peace or total ruin.  (Source: ANN)"
"179","Magic Knight Rayearth","https://cdn.myanimelist.net/images/anime/1683/97042.jpg","TV","20","Finished Airing","1994-10-17","Media Blasters, Discotek Media","[105, 288]","Manga","[10, 1, 6, 2, 4, 51, 29, 31]","24.0","Hikaru Shidou, Umi Ryuuzaki, and Fuu Hououji are strangers brought together by fate when they meet during a seemingly normal field trip to Tokyo Tower. Accompanied by a great flash of light, they hear a mysterious woman's plea to save ""Cephiro,"" and the junior high heroines are suddenly swept away by a giant flying fish. Afterwards, they arrive in an unknown land, where they encounter a man called Master Mage Clef.  Clef informs the girls that they were summoned by Princess Emeraude to fulfill their destinies as Magic Knights, restoring peace and balance in Cephiro. The formerly lively and peaceful land has been in disarray ever since High Priest Zagato imprisoned the princess, who acted as Cephiro's pillar of stability. The Magic Knights reluctantly accept Clef's words as truth and embark on a journey to save Cephiro from the clutches of evil.  [Written by MAL Rewrite]"
"180","Arifureta Shokugyou de Sekai Saikyou 3rd Season","https://cdn.myanimelist.net/images/anime/1145/127792.jpg","TV","0","Not yet aired","null","None found","[68, 70]","Light novel","[13, 10, 2, 20, 4]","0.0","Third season of Arifureta Shokugyou de Sekai Saikyou."
"181","Kimi wa Kanata","https://cdn.myanimelist.net/images/anime/1724/109743.jpg","Movie","1","Finished Airing","2020-11-27","None found","[289, 290]","Original","[6, 2, 4]","1.0","High schoolers Mio Miyamasu and Arata Kishimo are childhood friends. Mio harbors feelings for Arata, but she lacks the courage to express them. Even when her friend Madoka asks if she is in love with Arata, Mio reluctantly declines and encourages her friend to pursue her own feelings for him instead.  Later, while Mio and Arata visit a fortune-teller, the boy notices a strange phenomenon and tries to drag Mio out of the shop—much to her annoyance. As Mio begins to question her relationship with Arata, an argument erupts between them. That night, feeling guilty for what had occurred, Mio ventures into the rain to apologize to Arata and make her feelings clear. However, an accident along the way turns Mio's world upside down.  [Written by MAL Rewrite]"
